,Brand,Price,Original Price,Discount %,Rating,Number of Ratings,Product Link,Discount Amount,Product Name,Product Type,Premium_Tier,Product_Category,Value for Money,Rating Category,Price Range
1670,CARRON,498,1999,75,4.2,5,https://www.flipkart.com/carron-ch-160-avatar-48-hour-playtime-bluetooth-headphone-neckband-earphone-grn9/p/itm6830dcb15672f?pid=ACCGPJCAUS4AGCH3&lid=LSTACCGPJCAUS4AGCH36TNOVL&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_184&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCGPJCAUS4AGCH3.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1501,Carron Ch 160 Avatar 48 Hour Playtime Bluetooth Headphone Neckband Earphone Grn9,Neckband,Standard,Standard Neckband,0.008433734939759036,High,<500
1671,Seashot,445,1899,77,0.0,0,https://www.flipkart.com/seashot-neckband-bluetooth-porsche-carrera-gaming-music-sound-quality/p/itm98fc47e85b899?pid=ACCGY8E6AGQSGFT7&lid=LSTACCGY8E6AGQSGFT7KAE9OD&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_185&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCGY8E6AGQSGFT7.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1454,Seashot Neckband Bluetooth Porsche Carrera Gaming Music Sound Quality,Neckband,Standard,Standard Neckband,0.0,,<500
1672,Tunifi,548,2499,78,0.0,0,https://www.flipkart.com/tunifi-bt-dhoom-wireless-neckband-fast-charge-48-hrs-battery-life-earphones-mic-bluetooth/p/itm9129b5cc94837?pid=ACCH3H89Y5TDF2FB&lid=LSTACCH3H89Y5TDF2FBVABMGL&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_186&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCH3H89Y5TDF2FB.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1951,Tunifi Bt Dhoom Wireless Neckband Fast Charge 48 Hrs Battery Life Earphones Mic Bluetooth,Neckband,Standard,Standard Neckband,0.0,,500–1k
1673,Noise,842,3499,76,3.9,81159,https://www.flipkart.com/noise-buds-vs404-50-hours-playtime-enc-quad-mic-3-eq-modes-bluetooth/p/itm8059584c00045?pid=ACCGKCDKGQBY7FG8&lid=LSTACCGKCDKGQBY7FG8BZRZO5&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_187&otracker=search&fm=organic&iid=en_QQqRq_11p4LzszstJEwKOyHRGxoYDa1sYm1uKnA-Oyk4C832bxKKzsakratkP9fyPZ82aWuTsztz19OHxVcZM04IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,2657,Noise Buds Vs404 50 Hours Playtime Enc Quad Mic 3 Eq Modes Bluetooth,Earbuds,Standard,Standard Earbuds,0.004631828978622327,High,500–1k
1674,Noise,1499,4999,70,3.8,61115,https://www.flipkart.com/noise-buds-vs102-pro-anc-25db-70-hours-playtime-enc-quad-mic-bluetooth-gaming/p/itm1d02f8e2380f5?pid=ACCGJUEJMADC2EPY&lid=LSTACCGJUEJMADC2EPYY57MMQ&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_188&otracker=search&fm=organic&iid=en_QQqRq_11p4LzszstJEwKOyHRGxoYDa1sYm1uKnA-OynGm6LuuHo6tvZ7mdq7Y1ZEGwPk4dFoYdwvJUhaPrTMOYQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,3500,Noise Buds Vs102 Pro Anc 25Db 70 Hours Playtime Enc Quad Mic Bluetooth Gaming,Earbuds,Standard,Standard Earbuds,0.002535023348899266,High,1k–2k
1675,CARRON,495,1999,75,0.0,0,https://www.flipkart.com/carron-rock-48-hour-playtime-bluetooth-headphone-neckband-earphone-biue9/p/itm7156a882a8dc6?pid=ACCH4FJ9PYNXTGZ9&lid=LSTACCH4FJ9PYNXTGZ9ZAWPFX&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_189&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCH4FJ9PYNXTGZ9.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1504,Carron Rock 48 Hour Playtime Bluetooth Headphone Neckband Earphone Biue9,Neckband,Standard,Standard Neckband,0.0,,<500
1676,Omphalos,999,2499,60,0.0,0,https://www.flipkart.com/omphalos-air6-ows-air-bone-condcution-earbuds-upto-80h-playtime-enc-headphones-bluetooth/p/itmc82d9726fa5c4?pid=ACCH3H8PYCNRSMWY&lid=LSTACCH3H8PYCNRSMWYGFHQWT&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_190&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCH3H8PYCNRSMWY.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1500,Omphalos Air6 Ows Air Bone Condcution Earbuds Upto 80H Playtime Enc Headphones Bluetooth,Earbuds,Standard,Standard Earbuds,0.0,,500–1k
1677,boAt,1499,5990,75,4.1,123148,https://www.flipkart.com/boat-airdopes-supreme-w-4-mics-ai-enx-tech-50-hrs-playback-multi-point-connectivity-bluetooth/p/itm47a93966ad11e?pid=ACCGWU2ABQ3EAUM8&lid=LSTACCGWU2ABQ3EAUM8BCMNOE&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_191&otracker=search&fm=organic&iid=en_QQqRq_11p4LzszstJEwKOyHRGxoYDa1sYm1uKnA-OylFSJN2lGl2Hs9KxZEaBdXL4QR-1vhLrtosw-w5N-pukUKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,4491,Boat Airdopes Supreme W 4 Mics Ai Enx Tech 50 Hrs Playback Multi Point Connectivity Bluetooth,Earbuds,Standard,Standard Earbuds,0.002735156771180787,High,1k–2k
1678,Boult,999,2999,67,4.1,52428,https://www.flipkart.com/boult-z60-60hr-battery-quad-mic-enc-50ms-ultra-low-latency-made-india-5-3-bluetooth/p/itm3dd29e516dbd0?pid=ACCGRB6TBHUJ7KTM&lid=LSTACCGRB6TBHUJ7KTMCYRUWC&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_192&otracker=search&fm=organic&iid=en_QQqRq_11p4LzszstJEwKOyHRGxoYDa1sYm1uKnA-OymKUbI14yJuUdUZ8o3jD7vCcp1N8InuARbOfrFajdS0WOvN4Mn-dv-pi277bRzMbnY%3D&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,2000,Boult Z60 60Hr Battery Quad Mic Enc 50Ms Ultra Low Latency Made India 5 3 Bluetooth,Other,Standard,Standard Other,0.004104104104104104,High,500–1k
1679,CIHYARD,483,1999,76,3.9,55,https://www.flipkart.com/cihyard-24hr-long-life-battery-super-bass-neckbands-headphones-bluetooth/p/itmdfb37c9a939ae?pid=ACCGDT6CDTZHVCWD&lid=LSTACCGDT6CDTZHVCWDFGAC6H&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_194&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCGDT6CDTZHVCWD.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1516,Cihyard 24Hr Long Life Battery Super Bass Neckbands Headphones Bluetooth,Neckband,Standard,Standard Neckband,0.008074534161490683,High,<500
1680,CARRON,483,1999,76,3.8,1546,https://www.flipkart.com/carron-ch-45-rock-48-hour-playtime-bluetooth-headphone-neckband-earphone-blue1/p/itmd47a9bb843486?pid=ACCGSBCN94ETPBSU&lid=LSTACCGSBCN94ETPBSUEHEAXQ&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_195&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCGSBCN94ETPBSU.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1516,Carron Ch 45 Rock 48 Hour Playtime Bluetooth Headphone Neckband Earphone Blue1,Neckband,Standard,Standard Neckband,0.007867494824016562,High,<500
1681,CARRON,417,1999,79,3.8,22,https://www.flipkart.com/carron-cr7-pushpa-48-hour-playtime-bluetooth-headphone-neckband-earphone-purple1/p/itm8945b926ffa0c?pid=ACCGWVQQA8TYBHWF&lid=LSTACCGWVQQA8TYBHWFAGWQD2&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_196&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCGWVQQA8TYBHWF.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1582,Carron Cr7 Pushpa 48 Hour Playtime Bluetooth Headphone Neckband Earphone Purple1,Neckband,Standard,Standard Neckband,0.009112709832134292,High,<500
1682,Boult,599,1999,70,3.9,78432,https://www.flipkart.com/boult-ycharge-pro-calling-mic-full-charge-20-mins-boomx-tec-made-india-bluetooth/p/itm3984faa32f696?pid=ACCGJPJQAZFGVHHH&lid=LSTACCGJPJQAZFGVHHHIISRWU&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_197&otracker=search&fm=organic&iid=en_QQqRq_11p4LzszstJEwKOyHRGxoYDa1sYm1uKnA-OykNM9jp5rP_vvxAnJTOo8HR-SKVnIbBQObURwzkW2fpAUhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1400,Boult Ycharge Pro Calling Mic Full Charge 20 Mins Boomx Tec Made India Bluetooth,Other,Standard,Standard Other,0.00651085141903172,High,500–1k
1683,Boult,1999,5999,67,4.2,4945,https://www.flipkart.com/boult-q-70hrs-battery-enc-mic-40mm-boosted-drivers-4-eq-modes-supreme-bass-5-4v-bluetooth-wired/p/itmc4d9fc2d455b9?pid=ACCH3WJ5U5GPBFC8&lid=LSTACCH3WJ5U5GPBFC8MYHY6P&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_198&otracker=search&fm=organic&iid=en_QQqRq_11p4LzszstJEwKOyHRGxoYDa1sYm1uKnA-OymANIUDNQEZKA4FSJ8yjM5YIdpuFLDHQmdE9TrwRcHtXYnfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,4000,Boult Q 70Hrs Battery Enc Mic 40Mm Boosted Drivers 4 Eq Modes Supreme Bass 5 4V Bluetooth Wired,Other,Standard,Standard Other,0.0021010505252626313,High,1k–2k
1684,ZTNY,483,2399,80,0.0,0,https://www.flipkart.com/ztny-bluetooth-neckband-earphone-mic-stereo-sound-sports-gym-travelling/p/itm622deb848a840?pid=ACCGTSDZPGFGPFRG&lid=LSTACCGTSDZPGFGPFRGXUZYYB&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_199&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCGTSDZPGFGPFRG.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1916,Ztny Bluetooth Neckband Earphone Mic Stereo Sound Sports Gym Travelling,Neckband,Standard,Standard Neckband,0.0,,<500
1685,Psithurism,1000,2499,60,0.0,0,https://www.flipkart.com/psithurism-condcution-earbuds-upto-80h-playtime-enc-headphones-bluetooth/p/itm3f325883f078d?pid=ACCH3H8HZNBMERU3&lid=LSTACCH3H8HZNBMERU3AORTFU&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_5_200&otracker=search&fm=organic&iid=1a1ac788-95f9-41d1-ae1a-e81a6e814c79.ACCH3H8HZNBMERU3.SEARCH&ppt=None&ppn=None&ssid=eo60tyiv1s0000001745647057095&qH=277aa9d6bfaa379b,1499,Psithurism Condcution Earbuds Upto 80H Playtime Enc Headphones Bluetooth,Earbuds,Standard,Standard Earbuds,0.0,,500–1k
1686,boAt,899,2490,64,4.1,86239,https://www.flipkart.com/boat-rockerz-110-40-hrs-playback-enx-technology-beast-mode-asap-charge-bluetooth/p/itm1707c9f88f559?pid=ACCGS9ZMGQZH4FZF&lid=LSTACCGS9ZMGQZH4FZFK9O3V4&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_201&otracker=search&fm=organic&iid=en_paw8iJ0_fohwwzpvAmSqHabIsz4Alsu9ZvTpXvLFgzRqDVJ4k3u_2la96p1elwHqOYsqCvigvNDX59IQqfmOcQ%3D%3D&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,1591,Boat Rockerz 110 40 Hrs Playback Enx Technology Beast Mode Asap Charge Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.004560622914349276,High,500–1k
1687,boAt,1299,3990,67,4.3,385989,https://www.flipkart.com/boat-rockerz-450-w-40mm-drivers-15-hrs-playback-soft-padded-earcups-bluetooth/p/itm077a566bd128b?pid=ACCFEHZ8GSGWMMSD&lid=LSTACCFEHZ8GSGWMMSDXS5YX5&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_202&otracker=search&fm=organic&iid=en_paw8iJ0_fohwwzpvAmSqHabIsz4Alsu9ZvTpXvLFgzRcR__2WhIFO6gIntuOZXaYQurCMXFDgFyRZKjM4ob5zQ%3D%3D&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,2691,Boat Rockerz 450 W 40Mm Drivers 15 Hrs Playback Soft Padded Earcups Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0033102386451116243,High,1k–2k
1688,XUOP,436,3850,89,3.8,10,https://www.flipkart.com/xuop-bounce-in-ear-wireless-bluetooth-smart-neckband-earphone-grey-2-gaming/p/itm9a6d602471436?pid=ACCGUZH7BRDMGPF7&lid=LSTACCGUZH7BRDMGPF70BMSPV&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_203&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCGUZH7BRDMGPF7.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,3414,Xuop Bounce In Ear Wireless Bluetooth Smart Neckband Earphone Grey 2 Gaming,Neckband,Standard,Standard Neckband,0.008715596330275228,High,<500
1689,ultiads,1299,3999,68,2.8,5,https://www.flipkart.com/ultiads-30-hours-playtime-superior-sound-neckband-bluetooth/p/itm596f4b20420af?pid=ACCGH8R42FHTN24M&lid=LSTACCGH8R42FHTN24MCJCIP3&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_204&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCGH8R42FHTN24M.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,2700,Ultiads 30 Hours Playtime Superior Sound Neckband Bluetooth,Neckband,Standard,Standard Neckband,0.002155504234026174,Medium,1k–2k
1690,ZTNY,455,3850,88,0.0,0,https://www.flipkart.com/ztny-bounce-in-ear-wireless-bluetooth-smart-neckband-earphone-grey-04/p/itm9a6d602471436?pid=ACCGUZHQ3CSFKU94&lid=LSTACCGUZHQ3CSFKU94EB9IQX&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_205&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCGUZHQ3CSFKU94.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,3395,Ztny Bounce In Ear Wireless Bluetooth Smart Neckband Earphone Grey 04,Neckband,Standard,Standard Neckband,0.0,,<500
1691,UPOZA,469,1347,65,0.0,0,https://www.flipkart.com/upoza-b235-asap-charge-bluetooth/p/itm7921e5ec83310?pid=ACCGZ5MAJDFHCU9R&lid=LSTACCGZ5MAJDFHCU9R6BY0QR&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_206&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCGZ5MAJDFHCU9R.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,878,Upoza B235 Asap Charge Bluetooth,Other,Standard,Standard Other,0.0,,<500
1692,Boult,1299,3499,63,4.1,129182,https://www.flipkart.com/boult-astra-quad-mic-enc-48hrs-battery-low-latency-gaming-made-india-5-3v-bluetooth/p/itmd2008f28b12bd?pid=ACCGS2VSKG3E2JW8&lid=LSTACCGS2VSKG3E2JW8GGXDAU&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_207&otracker=search&fm=organic&iid=en_paw8iJ0_fohwwzpvAmSqHabIsz4Alsu9ZvTpXvLFgzQXe4vgsEQBv0dZSpRnx110PlP9ZLtVK4c6FbWAvNgG6w%3D%3D&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,2200,Boult Astra Quad Mic Enc 48Hrs Battery Low Latency Gaming Made India 5 3V Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.0031562740569668975,High,1k–2k
1693,Boult,999,4999,80,4.1,362786,https://www.flipkart.com/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth/p/itmd4db63f7f552d?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSIW1HVJ&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_208&otracker=search&fm=organic&iid=en_paw8iJ0_fohwwzpvAmSqHabIsz4Alsu9ZvTpXvLFgzQz6leTLY3bXdDfVcLXre_o-2jW3Xz0oNTKwRzUiMI58g%3D%3D&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,4000,Boult Z40 Zen Enc Mic 60H Battery Life Low Latency Gaming Made India 5 3 Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.004104104104104104,High,500–1k
1694,Chaebol,498,1799,72,0.0,0,https://www.flipkart.com/chaebol-new2023-go-neck-pro-neckband-wireless-mic-headphones-earphones-bluetooth/p/itmabaf7a7e9cc83?pid=ACCGHXA8PGX4ZT4D&lid=LSTACCGHXA8PGX4ZT4DJEFAVC&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_209&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCGHXA8PGX4ZT4D.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,1301,Chaebol New2023 Go Neck Pro Neckband Wireless Mic Headphones Earphones Bluetooth,Neckband,Standard,Standard Neckband,0.0,,<500
1695,CARRON,498,1999,75,0.0,0,https://www.flipkart.com/carron-ch-45-rock-48-hour-playtime-bluetooth-headphone-neckband-earphone-purple18/p/itmc4fa96a4f542b?pid=ACCGSFUYXJ7ZHXPK&lid=LSTACCGSFUYXJ7ZHXPKR1TZZQ&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_210&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCGSFUYXJ7ZHXPK.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,1501,Carron Ch 45 Rock 48 Hour Playtime Bluetooth Headphone Neckband Earphone Purple18,Neckband,Standard,Standard Neckband,0.0,,<500
1696,boAt,1399,2490,44,4.0,16208,https://www.flipkart.com/boat-rockerz-430-w-beast-mode-40ms-low-latency-40hrs-playback-40mm-drivers-bluetooth/p/itm5dca8110e361c?pid=ACCH44E5WV9JCZ5Z&lid=LSTACCH44E5WV9JCZ5Z2EJNOB&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_211&otracker=search&fm=organic&iid=en_paw8iJ0_fohwwzpvAmSqHabIsz4Alsu9ZvTpXvLFgzTHvbIAv4KVuso-MOKtKrYDbKJp7OR8Ca436M5NnlGVSQ%3D%3D&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,1091,Boat Rockerz 430 W Beast Mode 40Ms Low Latency 40Hrs Playback 40Mm Drivers Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0028591851322373124,High,1k–2k
1697,Boult,999,4999,80,4.1,362786,https://www.flipkart.com/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth/p/itm2fb34555b8f9d?pid=ACCGKXHYHMJBZPU3&lid=LSTACCGKXHYHMJBZPU3LG8MGI&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_212&otracker=search&fm=organic&iid=en_paw8iJ0_fohwwzpvAmSqHabIsz4Alsu9ZvTpXvLFgzTQ1XemkwvCP_sT3qxJCt6wc3DuvKymrQSSH55nUQ03xvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,4000,Boult Z40 Zen Enc Mic 60H Battery Life Low Latency Gaming Made India 5 3 Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.004104104104104104,High,500–1k
1698,XUOP,467,3850,88,3.7,328,https://www.flipkart.com/xuop-bounce-in-ear-wireless-smart-neckband-earphone-bluetooth-gaming/p/itm5458ae735a670?pid=ACCGTVS65GAZRVGY&lid=LSTACCGTVS65GAZRVGYV4DRRR&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_213&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCGTVS65GAZRVGY.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,3383,Xuop Bounce In Ear Wireless Smart Neckband Earphone Bluetooth Gaming,Neckband,Standard,Standard Neckband,0.007922912205567453,High,<500
1699,DigiClues,550,2499,78,0.0,0,https://www.flipkart.com/digiclues-getto-neckband-upto-40-hours-playtime-asap-charge-bluetooth/p/itma7aaccf704dd0?pid=ACCH2GH9WGCP8G5U&lid=LSTACCH2GH9WGCP8G5UH6WXLQ&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_214&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCH2GH9WGCP8G5U.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,1949,Digiclues Getto Neckband Upto 40 Hours Playtime Asap Charge Bluetooth,Neckband,Standard,Standard Neckband,0.0,,500–1k
1700,CARRON,489,1999,76,0.0,0,https://www.flipkart.com/carron-ch-45-rock-48-hour-playtime-bluetooth-headphone-neckband-earphone-biue5/p/itm7156a882a8dc6?pid=ACCH4FHBHJWZHHZV&lid=LSTACCH4FHBHJWZHHZVXQFQ89&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_215&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCH4FHBHJWZHHZV.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,1510,Carron Ch 45 Rock 48 Hour Playtime Bluetooth Headphone Neckband Earphone Biue5,Neckband,Standard,Standard Neckband,0.0,,<500
1701,ZTNY,441,3850,89,4.0,12,https://www.flipkart.com/ztny-bounce-in-ear-wireless-bluetooth-smart-neckband-earphone-grey-03/p/itm9a6d602471436?pid=ACCGUZHZMJJ98ATJ&lid=LSTACCGUZHZMJJ98ATJPHSAHK&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_216&otracker=search&fm=organic&iid=1f04d05f-8b10-463e-a331-73ab27425df5.ACCGUZHZMJJ98ATJ.SEARCH&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,3409,Ztny Bounce In Ear Wireless Bluetooth Smart Neckband Earphone Grey 03,Neckband,Standard,Standard Neckband,0.009070294784580499,High,<500
1702,Boult,1299,3499,63,4.1,129182,https://www.flipkart.com/boult-astra-quad-mic-enc-48hrs-battery-low-latency-gaming-made-india-5-3v-bluetooth/p/itm6b31cec7596a8?pid=ACCGS2VSYQFQ4HTZ&lid=LSTACCGS2VSYQFQ4HTZ3WCF30&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_217&otracker=search&fm=organic&iid=en_paw8iJ0_fohwwzpvAmSqHabIsz4Alsu9ZvTpXvLFgzRG9tZUVEagOM8PKQSToHX9LSyMztCUcPCRT7khQGUQH_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,2200,Boult Astra Quad Mic Enc 48Hrs Battery Low Latency Gaming Made India 5 3V Bluetooth,Gaming Headset,Standard,Standard Gaming Headset,0.0031562740569668975,High,1k–2k
1703,boAt,1399,2999,53,4.0,16208,https://www.flipkart.com/boat-rockerz-425-w-25-hrs-playtime-40-mm-drivers-beast-mode-enx-tech-dual-pairing-bluetooth/p/itme2d3b64d9891b?pid=ACCG8MXCJKCFHA7X&lid=LSTACCG8MXCJKCFHA7X15EVQP&marketplace=FLIPKART&q=sony+bluetooth+headphones&store=0pm%2Ffcn%2Fgc3&srno=s_6_218&otracker=search&fm=organic&iid=en_paw8iJ0_fohwwzpvAmSqHabIsz4Alsu9ZvTpXvLFgzQbhlxW8aGBPDCDghqQcP6NqL5lYQA1orlG6F7vObJ3aw%3D%3D&ppt=None&ppn=None&ssid=xq8umo4g8w0000001745647059470&qH=277aa9d6bfaa379b,1600,Boat Rockerz 425 W 25 Hrs Playtime 40 Mm Drivers Beast Mode Enx Tech Dual Pairing Bluetooth,Over-Ear/On-Ear,Standard,Standard Over-Ear/On-Ear,0.0028591851322373124,High,1k–2k
