Brand,Price,Discount %,Rating,Number of Ratings,Product Link,Discount Amount,Product Name,Product Type
Mivi,899,70,3.9,95278,https://www.flipkart.com/mivi-duopods-k2-40hrs-pt-hd-call-fast-charging-50ms-latency-ipx4-voice-asst-5-3v-bluetooth/p/itm48b8399bf0d8b?pid=ACCGPFCNWY92GAHY&lid=LSTACCGPFCNWY92GAHYQ3T3UC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_325&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGPFCNWY92GAHY.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2100,Mivi Duopods K2 40Hrs Pt Hd Call Fast Charging 50Ms Latency Ipx4 Voice Asst 5 3V Bluetooth,Other
Aroma,399,83,3.8,9478,https://www.flipkart.com/aroma-nb140-ninja-40-hours-playtime-deep-bass-fast-charging-true-wireless-earbud-bluetooth-gaming/p/itm1dfee96c453ab?pid=ACCGUAFM79AM72BP&lid=LSTACCGUAFM79AM72BPO1JIPI&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_326&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGUAFM79AM72BP.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2000,Aroma Nb140 Ninja 40 Hours Playtime Deep Bass Fast Charging True Wireless Earbud Bluetooth Gaming,Other
Aroma,449,85,3.9,3986,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itm0220a7291d33f?pid=ACCH93VYQKAFWVAE&lid=LSTACCH93VYQKAFWVAEJGLFT4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_327&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1CyfdXCX0cCiQ7TkyjSPw8v1Ci_EnyaQLtqyc2m4f6C6Q%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2550,Aroma Nb126 Berry V5 4 Upto 60Hr Playtime Dual Paring Fast Charging Heavy Bass Bluetooth,Other
boAt,1099,56,4.0,1295623,https://www.flipkart.com/boat-airdopes-161-163-asap-charge-40-hrs-playback-bluetooth/p/itmee33cb4f8c0b2?pid=ACCG6DS7WDJHGWSH&lid=LSTACCG6DS7WDJHGWSHHXIVNG&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_328&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1A6y9Ax0RdWOAMf_IFnxIHlVkF95xnnEo7sqQxtYGDu0A%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1391,Boat Airdopes 161 163 Asap Charge 40 Hrs Playback Bluetooth,Other
TRIGGR,699,77,4.0,47030,https://www.flipkart.com/triggr-ultrabuds-n1-neo-enc-40hr-playback-13mm-drivers-rich-bass-fast-charging-bluetooth/p/itm35155184f426f?pid=ACCH2WWTFMQTTZHC&lid=LSTACCH2WWTFMQTTZHCVWAPLI&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_330&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH2WWTFMQTTZHC.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2300,Triggr Ultrabuds N1 Neo Enc 40Hr Playback 13Mm Drivers Rich Bass Fast Charging Bluetooth,Earbuds
boAt,899,64,4.1,85510,https://www.flipkart.com/boat-rockerz-110-40-hrs-playback-enx-technology-beast-mode-asap-charge-bluetooth/p/itm1707c9f88f559?pid=ACCGS9ZMGQZH4FZF&lid=LSTACCGS9ZMGQZH4FZFK9O3V4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_331&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1BG0N5ZuoNlggbB3wL9g-EhWrKI2DdCp8tda3QRSRhWaQ%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1591,Boat Rockerz 110 40 Hrs Playback Enx Technology Beast Mode Asap Charge Bluetooth,Other
truke,1099,63,4.6,268,https://www.flipkart.com/truke-btg-thunder-40mm-titanium-driver-70h-battery-detachable-mic-dual-pairing-bluetooth-gaming/p/itmcd83e383b2782?pid=ACCH8Z4YMH89NTGR&lid=LSTACCH8Z4YMH89NTGRR50P0Y&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_332&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1AQz8xcwdOnQPms7Godk16OGyhdQ1vdEKXIJodHexjfjonfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1900,Truke Btg Thunder 40Mm Titanium Driver 70H Battery Detachable Mic Dual Pairing Bluetooth Gaming,Other
DSSB,299,85,3.6,11167,https://www.flipkart.com/dssb-latest-black-cobra-earbuds-bass-20-h-playtime-fast-charging-v5-1-bluetooth/p/itm7538c9ad2c2bf?pid=ACCGXPNFFFVHXNMS&lid=LSTACCGXPNFFFVHXNMSOBO3QJ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_333&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGXPNFFFVHXNMS.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1700,Dssb Latest Black Cobra Earbuds Bass 20 H Playtime Fast Charging V5 1 Bluetooth,Earbuds
Boult,799,71,3.9,115931,https://www.flipkart.com/boult-x10-pro-quad-mic-enc-45h-battery-life-50ms-low-latency-gaming-mode-5-3v-bluetooth/p/itm8247718a5ccb6?pid=ACCGQ4XWMDB479EC&lid=LSTACCGQ4XWMDB479ECZHZ5JL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_334&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGQ4XWMDB479EC.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2000,Boult X10 Pro Quad Mic Enc 45H Battery Life 50Ms Low Latency Gaming Mode 5 3V Bluetooth,Other
ZEBRONICS,549,73,3.8,8542,https://www.flipkart.com/zebronics-jumbo-lite-70hrs-backup-fast-charging-enc-mic-gaming-mode-splash-proof-bluetooth/p/itmc9a38686b8de5?pid=ACCGK5G3GFNZHNMT&lid=LSTACCGK5G3GFNZHNMT2IBZAL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_335&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGK5G3GFNZHNMT.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1450,Zebronics Jumbo Lite 70Hrs Backup Fast Charging Enc Mic Gaming Mode Splash Proof Bluetooth,Other
SONY,3990,33,4.3,8567,https://www.flipkart.com/sony-wh-ch520-50-hrs-playtime-dsee-upscale-multipoint-connection-dual-pairing-bluetooth/p/itm064cf3dcf3b5c?pid=ACCGZ4MAKQZWQDRJ&lid=LSTACCGZ4MAKQZWQDRJNUGFL1&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_336&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGZ4MAKQZWQDRJ.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2000,Sony Wh Ch520 50 Hrs Playtime Dsee Upscale Multipoint Connection Dual Pairing Bluetooth,Other
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itmb25a294e591ce?pid=ACCH5Z8QFZNFUBFP&lid=LSTACCH5Z8QFZNFUBFPQQ1CT7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_337&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1B4NeQnAHp9o3h55sI1X77SU2Soy8UTVsavTgfqJi8w4A%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
TRIGGR,899,78,4.0,13178,https://www.flipkart.com/triggr-kraken-x4-13mm-drivers-40ms-latency-enc-60h-battery-rubber-finish-v5-4-bluetooth/p/itmafca9456b9bf9?pid=ACCH2WWTAHPTFBHJ&lid=LSTACCH2WWTAHPTFBHJSSAIUQ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_338&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1Al5NWO7-IVMacwMCl2FeB9KYPwgDJqEThHiSWd36_G9vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,3100,Triggr Kraken X4 13Mm Drivers 40Ms Latency Enc 60H Battery Rubber Finish V5 4 Bluetooth,Other
Noise,1499,67,4.0,5746,https://www.flipkart.com/noise-aura-buds-dual-device-pairing-60-hours-playtime-enc-quad-mic-bluetooth/p/itmf394a7055cd7b?pid=ACCGSQJXWD82QTM5&lid=LSTACCGSQJXWD82QTM5A6BML3&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_339&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGSQJXWD82QTM5.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,3000,Noise Aura Buds Dual Device Pairing 60 Hours Playtime Enc Quad Mic Bluetooth,Earbuds
HOPPUP,699,86,4.1,6311,https://www.flipkart.com/hoppup-predator-xo4-gaming-earbuds-35ms-low-latency-50h-playtime-13mm-drivers-enc-bluetooth/p/itma3641539ac4e6?pid=ACCGVFSNBHGFXGCH&lid=LSTACCGVFSNBHGFXGCHGJF93J&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_340&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGVFSNBHGFXGCH.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,4300,Hoppup Predator Xo4 Gaming Earbuds 35Ms Low Latency 50H Playtime 13Mm Drivers Enc Bluetooth,Earbuds
Aroma,469,84,3.9,6341,https://www.flipkart.com/aroma-nb126-aster-v5-4-upto-50hr-playtime-45ms-latency-fast-charging-rgb-gaming-tws-bluetooth/p/itm06f50cafd3b6f?pid=ACCH93WDVXY2TYFX&lid=LSTACCH93WDVXY2TYFXVITTO2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_341&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1DEcRvJ1bS6U_4JBWFS-K4k00pcUO8JbDFTp6lhRILDyw%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2530,Aroma Nb126 Aster V5 4 Upto 50Hr Playtime 45Ms Latency Fast Charging Rgb Gaming Tws Bluetooth,Other
Aroma,378,85,4.0,298135,https://www.flipkart.com/aroma-nb119-titanium-48-hours-playtime-neckband-bluetooth/p/itmbc3742b6dd62c?pid=ACCGDSSU8BNHKN8G&lid=LSTACCGDSSU8BNHKN8GFNXZ1Y&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_342&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1Bvv7JnQWOPuF1p-6aoHWUnNwaMVyvMZkTWR7Z71I9r4Q%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2121,Aroma Nb119 Titanium 48 Hours Playtime Neckband Bluetooth,Neckband
Aroma,493,83,3.9,6341,https://www.flipkart.com/aroma-nb138-bound-32db-active-noise-cancellation-60h-fast-charging-earbuds-bluetooth/p/itm979eacc4d4b5d?pid=ACCH6XPEJDRTHURZ&lid=LSTACCH6XPEJDRTHURZTPFEL8&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_343&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH6XPEJDRTHURZ.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2406,Aroma Nb138 Bound 32Db Active Noise Cancellation 60H Fast Charging Earbuds Bluetooth,Earbuds
truke,1399,65,4.5,843,https://www.flipkart.com/truke-buds-echo-24-bit-360-spatial-audio-13mm-titanium-driver-70h-playtime-4mic-enc-bluetooth/p/itmb23d39977ad24?pid=ACCH8F6UKPZADSXQ&lid=LSTACCH8F6UKPZADSXQFPIFM2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_344&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH8F6UKPZADSXQ.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2600,Truke Buds Echo 24 Bit 360 Spatial Audio 13Mm Titanium Driver 70H Playtime 4Mic Enc Bluetooth,Earbuds
realme,2199,45,4.3,125820,https://www.flipkart.com/realme-buds-t310-12-4mm-driver-46db-anc-spatial-audio-upto-40-hours-playback-bluetooth/p/itm2d3550ed30ec5?pid=ACCH2PGXZJNXZVS8&lid=LSTACCH2PGXZJNXZVS8RDIP3G&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_345&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH2PGXZJNXZVS8.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1800,Realme Buds T310 12 4Mm Driver 46Db Anc Spatial Audio Upto 40 Hours Playback Bluetooth,Earbuds
boAt,999,67,4.0,1962095,https://www.flipkart.com/boat-airdopes-131-captain-america-60-hours-playtime-bluetooth/p/itm378cf847a8d1a?pid=ACCG7SCYSYGTXJE5&lid=LSTACCG7SCYSYGTXJE5SBRIJ2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_346&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCG7SCYSYGTXJE5.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1991,Boat Airdopes 131 Captain America 60 Hours Playtime Bluetooth,Other
TRIGGR,799,80,4.0,61665,https://www.flipkart.com/triggr-kraken-x1-battery-display-40ms-latency-quad-mic-enc-40-hr-v5-3-bluetooth/p/itm9c05f498c3463?pid=ACCGQ2SND4UPDYAF&lid=LSTACCGQ2SND4UPDYAF4AJWHE&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_347&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1CVjSyFKVl7G7lr4FRENpKqYIXUu4unTzq8zESM6izQqQ891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,3200,Triggr Kraken X1 Battery Display 40Ms Latency Quad Mic Enc 40 Hr V5 3 Bluetooth,Other
HOPPUP,599,85,4.1,52514,https://www.flipkart.com/hoppup-airdoze-s40-earbuds-13mm-drivers-40h-playtime-rage-mode-enc-type-c-bluetooth/p/itmf2c41845d2999?pid=ACCGPW7CSXTVSCRE&lid=LSTACCGPW7CSXTVSCRESHK6LL&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_348&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1CgMCRCAihWLTDUDZ2SuAzfkP2tmpCQSmNTrmS_bORYFoQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,3400,Hoppup Airdoze S40 Earbuds 13Mm Drivers 40H Playtime Rage Mode Enc Type C Bluetooth,Earbuds
SONY,3990,33,4.3,8567,https://www.flipkart.com/sony-wh-ch520-50-hrs-playtime-dsee-upscale-multipoint-connection-dual-pairing-bluetooth/p/itma7f08a6a3e491?pid=ACCGZ4MAXQQBCRDB&lid=LSTACCGZ4MAXQQBCRDBE8ITUV&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_349&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGZ4MAXQQBCRDB.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2000,Sony Wh Ch520 50 Hrs Playtime Dsee Upscale Multipoint Connection Dual Pairing Bluetooth,Other
Aroma,499,83,3.7,21835,https://www.flipkart.com/aroma-nb140-buds-3-truly-wireless-upto-60h-playtime-enc-fast-charging-dual-pairing-bluetooth/p/itm5098290e2d7d7?pid=ACCH8ATU7JU2VHSW&lid=LSTACCH8ATU7JU2VHSWIDXJY1&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_350&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH8ATU7JU2VHSW.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2500,Aroma Nb140 Buds 3 Truly Wireless Upto 60H Playtime Enc Fast Charging Dual Pairing Bluetooth,Earbuds
Aroma,299,85,3.6,35455,https://www.flipkart.com/aroma-nb140-evolve-24-hours-playtime-deep-bass-made-india-bluetooth/p/itma5d69fa3c9049?pid=ACCGZDDPRBSY4CHH&lid=LSTACCGZDDPRBSY4CHHIYE8QR&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_351&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1CnH5UcnIzk4U2HTR6MBo27c-XHL92PRd7hHwBAGDpOog%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1700,Aroma Nb140 Evolve 24 Hours Playtime Deep Bass Made India Bluetooth,Other
Aroma,289,86,3.6,36745,https://www.flipkart.com/aroma-nb119-pro-belief-upto-48h-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itm2c7088a55ed94?pid=ACCH3WZW6FHU7T3F&lid=LSTACCH3WZW6FHU7T3FB61A7Y&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_352&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1BQyfjopNNR8YAhzcRx6dEdYFrhXjEcdWVLUPHEdgVBoQ%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1710,Aroma Nb119 Pro Belief Upto 48H Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
boAt,2499,75,4.1,111757,https://www.flipkart.com/boat-nirvana-ion-32db-active-noise-cancellation-120hrs-bionic-mode-hifi5-bluetooth/p/itmbdf03ab73bf93?pid=ACCGT3NUWVDFDF3W&lid=LSTACCGT3NUWVDFDF3WWVNVOA&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_353&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGT3NUWVDFDF3W.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,7491,Boat Nirvana Ion 32Db Active Noise Cancellation 120Hrs Bionic Mode Hifi5 Bluetooth,Other
PTron,599,79,4.0,988,https://www.flipkart.com/ptron-bassbuds-vibe-w-34-hrs-playback-clear-calls-13mm-dynamic-drivers-bluetooth-v5-3-bluetooth/p/itm477f2e021cfc0?pid=ACCH2PKWGTZYMQGW&lid=LSTACCH2PKWGTZYMQGWMM9YHK&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_354&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH2PKWGTZYMQGW.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2300,Ptron Bassbuds Vibe W 34 Hrs Playback Clear Calls 13Mm Dynamic Drivers Bluetooth V5 3 Bluetooth,Earbuds
boAt,3499,81,4.0,1514,https://www.flipkart.com/boat-nirvana-ivy-w-360-spatial-audio-dynamic-head-tracking-anc-50db-app-support-bluetooth/p/itm8752aa6182a66?pid=ACCH3JCX7FXE69TG&lid=LSTACCH3JCX7FXE69TG5FF5KX&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_355&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH3JCX7FXE69TG.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,14491,Boat Nirvana Ivy W 360 Spatial Audio Dynamic Head Tracking Anc 50Db App Support Bluetooth,Other
Aroma,493,83,3.9,6341,https://www.flipkart.com/aroma-nb138-bound-32db-active-noise-cancellation-60h-fast-charging-earbuds-bluetooth/p/itmec918bc02ff41?pid=ACCH6XPEMVCWZERJ&lid=LSTACCH6XPEMVCWZERJOTVJ7O&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_357&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1AkKT7C7WkRYEBoN3Ah_nj3xkVU47I8v_jJ1YoTtNGoUA%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,2406,Aroma Nb138 Bound 32Db Active Noise Cancellation 60H Fast Charging Earbuds Bluetooth,Earbuds
Aroma,299,80,3.8,9478,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itmeb3dbcb14776b?pid=ACCH784VABZWTG7Z&lid=LSTACCH784VABZWTG7ZUQVEPD&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_358&otracker=search&fm=organic&iid=en_Y9HtEOn2bgz3WFIyuj2WZmaZw85bmEtGnVSexB8eO1D35b1_PJz0xpo14AXGkXufCQ5MPLmPwCI9HSFyVKBN5g%3D%3D&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds
boAt,2799,80,4.2,91722,https://www.flipkart.com/boat-nirvana-ion-anc-pro-w-hi-res-audio-ldac-anc-120-hrs-playback-multipoint-bluetooth/p/itm907102e478dea?pid=ACCH3Y28ZRH7SPE8&lid=LSTACCH3Y28ZRH7SPE89D7G6I&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_359&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCH3Y28ZRH7SPE8.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,11191,Boat Nirvana Ion Anc Pro W Hi Res Audio Ldac Anc 120 Hrs Playback Multipoint Bluetooth,Other
boAt,1099,63,4.0,45245,https://www.flipkart.com/boat-rockerz-255-arc-enx-technology-quick-switch-button-30-hrs-playback-bluetooth/p/itmc9871d0dcf65f?pid=ACCGJP5QHD6UEQGY&lid=LSTACCGJP5QHD6UEQGYNMCXZD&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_9_360&otracker=search&fm=organic&iid=dadd933e-1e09-46e7-80f7-e439cf73247e.ACCGJP5QHD6UEQGY.SEARCH&ppt=None&ppn=None&ssid=8yuyahkz9s0000001745315933308&qH=d3d3b01268520582,1891,Boat Rockerz 255 Arc Enx Technology Quick Switch Button 30 Hrs Playback Bluetooth,Other
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itma718daa8fe2db?pid=ACCH5Z8QAWAYHCVK&lid=LSTACCH5Z8QAWAYHCVKR26ZQC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_10_361&otracker=search&fm=organic&iid=en_Mw0OEc567tIWQ1tuNmKmuGb90T1JoP8XL_7iCfnXRiYr1KP7nug9ohFRBajOXn9VWjoDCKOdYJpO7ZCuQdKP-A%3D%3D&ppt=None&ppn=None&ssid=vr1pmnpgfk0000001745315936473&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
Aroma,299,80,3.8,9478,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itme2c4bdb2da3d8?pid=ACCH784UVKMWX6XH&lid=LSTACCH784UVKMWX6XHLJYLOZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_10_362&otracker=search&fm=organic&iid=en_Mw0OEc567tIWQ1tuNmKmuGb90T1JoP8XL_7iCfnXRiblxaRHoZ7TjMy_itpnC-ScJGRwX3Yc53-aAyFUfKSxEw%3D%3D&ppt=None&ppn=None&ssid=vr1pmnpgfk0000001745315936473&qH=d3d3b01268520582,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds
TRIGGR,899,87,3.9,8714,https://www.flipkart.com/triggr-apex-s1-dual-pairing-100h-battery-quad-mic-enc-rapid-pair-rubber-finish-bluetooth/p/itme611da59e7ff0?pid=ACCH2WWTVVAQQVVN&lid=LSTACCH2WWTVVAQQVVNUM6QHB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_10_363&otracker=search&fm=organic&iid=6917dbd5-e746-42c6-aa10-415d5940caa3.ACCH2WWTVVAQQVVN.SEARCH&ppt=None&ppn=None&ssid=vr1pmnpgfk0000001745315936473&qH=d3d3b01268520582,6100,Triggr Apex S1 Dual Pairing 100H Battery Quad Mic Enc Rapid Pair Rubber Finish Bluetooth,Other
