Brand,Price,Discount %,Rating,Number of Ratings,Product Link,Discount Amount,Product Name,Product Type
P47,433,57,0.0,0,https://www.flipkart.com/p47-wireless-gaming-sports-bluetooth/p/itm7ee5ba797021f?pid=ACCH2D78ZRN7MM85&lid=LSTACCH2D78ZRN7MM85JCBLBR&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_529&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH2D78ZRN7MM85.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,566,P47 Wireless Gaming Sports Bluetooth,Other
Ziddjeet,395,74,0.0,0,https://www.flipkart.com/ziddjeet-x1-aru-1128-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth-without-mic/p/itm203b139dabcfc?pid=ACCH29S7UVB8CMYQ&lid=LSTACCH29S7UVB8CMYQJM2WVA&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_530&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH29S7UVB8CMYQ.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1104,Ziddjeet X1 Aru 1128 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth Without Mic,Neckband
TRIGGR,899,78,4.0,13178,https://www.flipkart.com/triggr-kraken-x4-13mm-drivers-40ms-latency-enc-60h-battery-rubber-finish-v5-4-bluetooth/p/itmafca9456b9bf9?pid=ACCH2WWTAHPTFBHJ&lid=LSTACCH2WWTAHPTFBHJSSAIUQ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_531&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KHVcstGakXff0IEfEwxb9JSVefdPjxPIro283OGyEXgp0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,3100,Triggr Kraken X4 13Mm Drivers 40Ms Latency Enc 60H Battery Rubber Finish V5 4 Bluetooth,Other
Boult,999,80,4.1,361722,https://www.flipkart.com/boult-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth/p/itmd4db63f7f552d?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSLEXAGC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_532&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KHwYIHO7I-JBk-ZCEugYBVacSwEcOhHMQxwJC2B41B4_fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,4000,Boult Z40 Zen Enc Mic 60H Battery Life Low Latency Gaming Made India 5 3 Bluetooth,Other
Ziddjeet,399,73,0.0,0,https://www.flipkart.com/ziddjeet-x420-aru-1128-wireless-enc-360-degree-spatial-audio-upto-40-hours-playback-bluetooth-without-mic/p/itmde24bcc823420?pid=ACCH29S8WJWQ8TF2&lid=LSTACCH29S8WJWQ8TF2UOLGXV&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_534&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH29S8WJWQ8TF2.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1100,Ziddjeet X420 Aru 1128 Wireless Enc 360 Degree Spatial Audio Upto 40 Hours Playback Bluetooth Without Mic,Other
Shamsa,397,72,0.0,0,https://www.flipkart.com/shamsa-x61-rcharge-40hrs-playtime-enc-mic-dual-device-pairing-fast-charging-bluetooth/p/itm3f791020e3e83?pid=ACCHFBCDH25WWZKW&lid=LSTACCHFBCDH25WWZKWBWEH2U&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_536&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCHFBCDH25WWZKW.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1002,Shamsa X61 Rcharge 40Hrs Playtime Enc Mic Dual Device Pairing Fast Charging Bluetooth,Other
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itmb25a294e591ce?pid=ACCH5Z8QFZNFUBFP&lid=LSTACCH5Z8QFZNFUBFPQQ1CT7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_537&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KGDypPsKA5fZUYJ_35U1Tf3U2Soy8UTVsavTgfqJi8w4A%3D%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
truke,699,80,4.0,78747,https://www.flipkart.com/truke-btg1-earbuds-game-mode-48h-playtime-quad-mic-enc-13mm-driver-aac-codec-bluetooth/p/itm5bca4567be1ed?pid=ACCG5BDHUHJCZ4CG&lid=LSTACCG5BDHUHJCZ4CGYZPEN9&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_538&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KHjNoxfnLfsnQ5h1lRVBnKMQRjjNY_iNiZoByTNLwaAV_cUmN_6PwCReg_VTM4VLxo%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,2800,Truke Btg1 Earbuds Game Mode 48H Playtime Quad Mic Enc 13Mm Driver Aac Codec Bluetooth,Earbuds
Nilesawar,394,74,0.0,0,https://www.flipkart.com/nilesawar-x13-aru-1128-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth-without-mic/p/itmcf8f5b15533d7?pid=ACCH29S2JCH4HYV2&lid=LSTACCH29S2JCH4HYV20Z0ITG&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_539&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH29S2JCH4HYV2.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1105,Nilesawar X13 Aru 1128 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth Without Mic,Neckband
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt500-bluetooth/p/itm605cbd4c389d6?pid=ACCH2D8KPSTHJ6NX&lid=LSTACCH2D8KPSTHJ6NX8IKQLA&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_540&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH2D8KPSTHJ6NX.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt500 Bluetooth,Other
TRIGGR,899,70,3.8,5821,https://www.flipkart.com/triggr-trinity-1-40mm-drivers-fast-charging-50h-battery-rubber-finish-v5-4-bluetooth/p/itm5ee738ce002a7?pid=ACCH3CZ2GVECXWZP&lid=LSTACCH3CZ2GVECXWZPZDYTLF&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_541&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KFjUL7XjKcaF9NrDiUhjpBC6pO_fvfIpFbGj1it4sQg4eI7uWi7bi3WLqk6JF-UYDE%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,2100,Triggr Trinity 1 40Mm Drivers Fast Charging 50H Battery Rubber Finish V5 4 Bluetooth,Other
boAt,1399,44,4.0,16072,https://www.flipkart.com/boat-rockerz-430-w-beast-mode-40ms-low-latency-40hrs-playback-40mm-drivers-bluetooth/p/itm5dca8110e361c?pid=ACCH44E5WV9JCZ5Z&lid=LSTACCH44E5WV9JCZ5Z2EJNOB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_542&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KHACOzwWEZzDI5z65rVA5gZGWpvBj3iL7mAQU_3zErhBaV8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1091,Boat Rockerz 430 W Beast Mode 40Ms Low Latency 40Hrs Playback 40Mm Drivers Bluetooth,Other
Ziddjeet,399,73,0.0,0,https://www.flipkart.com/ziddjeet-x472-aru-1132-wireless-enc-360-degree-spatial-audio-upto-40-hours-playback-bluetooth-without-mic/p/itmc3a4209bd6d82?pid=ACCH29S9ZR3ZNSAK&lid=LSTACCH29S9ZR3ZNSAKB2Q77Q&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_543&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH29S9ZR3ZNSAK.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1100,Ziddjeet X472 Aru 1132 Wireless Enc 360 Degree Spatial Audio Upto 40 Hours Playback Bluetooth Without Mic,Other
FRONY,442,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh29-bluetooth/p/itm89e5f615a8e5a?pid=ACCH2D79RGUBKYKU&lid=LSTACCH2D79RGUBKYKUFIAST2&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_544&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH2D79RGUBKYKU.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,557,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh29 Bluetooth,Other
Ziddjeet,399,73,0.0,0,https://www.flipkart.com/ziddjeet-s210-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth/p/itmf34be4331b665?pid=ACCH34VKMZ6GZHGV&lid=LSTACCH34VKMZ6GZHGVP4MGVN&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_545&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH34VKMZ6GZHGV.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1100,Ziddjeet S210 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth,Neckband
truke,999,60,4.0,1858,https://www.flipkart.com/truke-btg-500-40mm-drivers-10h-playtime-dual-pairing-gaming-mode-enc-5-4v-bluetooth/p/itm3b6b25456fbc8?pid=ACCH32NG8SRFFZEJ&lid=LSTACCH32NG8SRFFZEJCXGTCM&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_547&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KH8nArE0xCjD8Gt9gdD_jcrucqdrhdpYm4sDtPpTaHkrg891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1500,Truke Btg 500 40Mm Drivers 10H Playtime Dual Pairing Gaming Mode Enc 5 4V Bluetooth,Other
TRIGGR,799,60,4.5,370,https://www.flipkart.com/triggr-ultrabuds-n3-crisp-calling-50h-playtime-13mm-drivers-bassxpand-bluetooth/p/itmec2118a0429a5?pid=ACCH85X8ZWFYDKBV&lid=LSTACCH85X8ZWFYDKBVHXFZN7&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_548&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KHtvGu4k6ilU2XWnpZoHKMj7mdTzRA3WNkdcjL79vOmA406z3QAm4-AoFL_C4Jep-g%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1200,Triggr Ultrabuds N3 Crisp Calling 50H Playtime 13Mm Drivers Bassxpand Bluetooth,Earbuds
Shamsa,294,82,0.0,0,https://www.flipkart.com/shamsa-x61-aru-1128-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth/p/itm51e3dbf676b84?pid=ACCHFDZCXXYS9T44&lid=LSTACCHFDZCXXYS9T44VJCZ2X&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_549&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCHFDZCXXYS9T44.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1305,Shamsa X61 Aru 1128 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth,Neckband
Noise,1499,70,4.0,10197,https://www.flipkart.com/noise-two-50-hours-playtime-low-latency-up-42ms-dual-pairing-wireless-bluetooth/p/itm0b5799a64b0aa?pid=ACCGGXFHDSDF8WYA&lid=LSTACCGGXFHDSDF8WYA3SL36A&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_551&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KHLH4nQ7Zm40Ncft8PTC90GW_HO3dBCcX1KZukoStFdykKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,3500,Noise Two 50 Hours Playtime Low Latency Up 42Ms Dual Pairing Wireless Bluetooth,Other
Aroma,378,85,4.0,298135,https://www.flipkart.com/aroma-nb119-titanium-48-hours-playtime-neckband-bluetooth/p/itmbc3742b6dd62c?pid=ACCGDSSU8BNHKN8G&lid=LSTACCGDSSU8BNHKN8GFNXZ1Y&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_552&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KHwzNt4oEC9lkw1CeHHAMHfyG3uG_QLIOHyzBfnbXAU_Q%3D%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,2121,Aroma Nb119 Titanium 48 Hours Playtime Neckband Bluetooth,Neckband
Ziddjeet,399,75,0.0,0,https://www.flipkart.com/ziddjeet-x368-aru-1132-wireless-enc-360-degree-spatial-audio-upto-40-hours-playback-bluetooth/p/itm25af978efedd3?pid=ACCHFDZEK3RGPK6X&lid=LSTACCHFDZEK3RGPK6XGGTGZV&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_553&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCHFDZEK3RGPK6X.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1200,Ziddjeet X368 Aru 1132 Wireless Enc 360 Degree Spatial Audio Upto 40 Hours Playback Bluetooth,Other
FRONY,442,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh313-bluetooth/p/itmec3e77fe22e2e?pid=ACCH2D78AM5WHVMF&lid=LSTACCH2D78AM5WHVMFVS4OD1&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_554&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH2D78AM5WHVMF.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,557,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh313 Bluetooth,Other
FRONY,436,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh190-bluetooth/p/itm98756fe32a718?pid=ACCH2D78BSSRU8GQ&lid=LSTACCH2D78BSSRU8GQWHARBW&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_555&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH2D78BSSRU8GQ.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,563,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh190 Bluetooth,Other
FRONY,436,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh402-bluetooth/p/itm458ce78a4afa5?pid=ACCH2D78SRZHYHF2&lid=LSTACCH2D78SRZHYHF22XUCU4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_556&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCH2D78SRZHYHF2.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,563,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh402 Bluetooth,Other
Aroma,299,85,3.6,35455,https://www.flipkart.com/aroma-nb140-evolve-24-hours-playtime-deep-bass-made-india-bluetooth/p/itma5d69fa3c9049?pid=ACCGZDDPRBSY4CHH&lid=LSTACCGZDDPRBSY4CHHIYE8QR&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_557&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KHZ6Zcp9XEV3-FZGimw1ZlYocuL1i4yTUP7w4s3tTZ6Vw%3D%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1700,Aroma Nb140 Evolve 24 Hours Playtime Deep Bass Made India Bluetooth,Other
Aroma,289,86,3.6,36745,https://www.flipkart.com/aroma-nb119-pro-belief-upto-48h-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itm2c7088a55ed94?pid=ACCH3WZW6FHU7T3F&lid=LSTACCH3WZW6FHU7T3FB61A7Y&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_558&otracker=search&fm=organic&iid=en_D2oNPPheJH3qBS2Q1E1b2dyiyNsmHdugMkTTVodo-KFOxzbj-flweTpJZ_Dew16z4bfXtckJs5k5CsrWx9fdoA%3D%3D&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1710,Aroma Nb119 Pro Belief Upto 48H Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
Ziddjeet,399,75,0.0,0,https://www.flipkart.com/ziddjeet-x189-aru-1128-neckband-dedicated-switch-40h-battery-dual-pairing-fast-charge-bluetooth/p/itm75c7925d92fc2?pid=ACCHFDZEZ83CBZKS&lid=LSTACCHFDZEZ83CBZKSV433V8&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_559&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCHFDZEZ83CBZKS.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1200,Ziddjeet X189 Aru 1128 Neckband Dedicated Switch 40H Battery Dual Pairing Fast Charge Bluetooth,Neckband
GPQ,292,85,3.7,81,https://www.flipkart.com/gpq-store-235-pro-wireless-bluetooth-neckband-0-614/p/itm60663d13d0537?pid=ACCGYJPQ3HACZJJM&lid=LSTACCGYJPQ3HACZJJMG3IB08&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_14_560&otracker=search&fm=organic&iid=db3effe2-3d3a-4c3f-b7b9-e26dc3d15bcf.ACCGYJPQ3HACZJJM.SEARCH&ppt=None&ppn=None&ssid=xegjsl1r4g0000001745315948224&qH=d3d3b01268520582,1707,Gpq Store 235 Pro Wireless Bluetooth Neckband 0 614,Neckband
Aroma,299,90,3.7,41388,https://www.flipkart.com/aroma-nb120-amaze-upto-50-hours-playtime-fast-charging-dual-pairing-neckband-bluetooth/p/itma718daa8fe2db?pid=ACCH5Z8QAWAYHCVK&lid=LSTACCH5Z8QAWAYHCVKR26ZQC&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_561&otracker=search&fm=organic&iid=en_Y9w2Qx4CKuOmlcnbBBgyHLp9XkR4BbLRDKjNW_9-hUP0v-YfPsUBHNBQUD_egfjOWjoDCKOdYJpO7ZCuQdKP-A%3D%3D&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,2700,Aroma Nb120 Amaze Upto 50 Hours Playtime Fast Charging Dual Pairing Neckband Bluetooth,Neckband
Aroma,299,80,3.8,9478,https://www.flipkart.com/aroma-nb121-almaty-upto-40h-playtime-fast-charging-digital-display-earbuds-bluetooth/p/itme2c4bdb2da3d8?pid=ACCH784UVKMWX6XH&lid=LSTACCH784UVKMWX6XHLJYLOZ&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_562&otracker=search&fm=organic&iid=en_Y9w2Qx4CKuOmlcnbBBgyHLp9XkR4BbLRDKjNW_9-hUN8isl_GhB4NWgLe_53ju77gBY5JInRLc-a10beTeKFrA%3D%3D&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,1200,Aroma Nb121 Almaty Upto 40H Playtime Fast Charging Digital Display Earbuds Bluetooth,Earbuds
FRONY,569,53,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupgt330-bluetooth/p/itmcbb92abf71059?pid=ACCH2D8KEK9MGV6Z&lid=LSTACCH2D8KEK9MGV6ZBZL1YG&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_563&otracker=search&fm=organic&iid=e6d466b9-24bd-4402-958e-1550be1c08ab.ACCH2D8KEK9MGV6Z.SEARCH&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,630,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupgt330 Bluetooth,Other
FRONY,442,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh159-bluetooth/p/itm2b78b07ae3cbe?pid=ACCH2D78UZFCA4TB&lid=LSTACCH2D78UZFCA4TB4AFHLA&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_564&otracker=search&fm=organic&iid=e6d466b9-24bd-4402-958e-1550be1c08ab.ACCH2D78UZFCA4TB.SEARCH&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,557,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh159 Bluetooth,Other
FRONY,442,56,0.0,0,https://www.flipkart.com/frony-wireless-gaming-sports-headphones-stereo-sd-card-5-6h-battery-backupqh41-bluetooth/p/itm5cc3a39ee93d6?pid=ACCH2D789PDVKGVU&lid=LSTACCH2D789PDVKGVUIBHYFB&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_566&otracker=search&fm=organic&iid=e6d466b9-24bd-4402-958e-1550be1c08ab.ACCH2D789PDVKGVU.SEARCH&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,557,Frony Wireless Gaming Sports Headphones Stereo Sd Card 5 6H Battery Backupqh41 Bluetooth,Other
Aroma,449,85,3.9,3986,https://www.flipkart.com/aroma-nb126-berry-v5-4-upto-60hr-playtime-dual-paring-fast-charging-heavy-bass-bluetooth/p/itm0220a7291d33f?pid=ACCH93VYQKAFWVAE&lid=LSTACCH93VYQKAFWVAEJGLFT4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_567&otracker=search&fm=organic&iid=en_Y9w2Qx4CKuOmlcnbBBgyHLp9XkR4BbLRDKjNW_9-hUMiWkDn03zrjvJZG5H1uO-v1Ci_EnyaQLtqyc2m4f6C6Q%3D%3D&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,2550,Aroma Nb126 Berry V5 4 Upto 60Hr Playtime Dual Paring Fast Charging Heavy Bass Bluetooth,Other
boAt,1099,56,4.0,1295623,https://www.flipkart.com/boat-airdopes-161-163-asap-charge-40-hrs-playback-bluetooth/p/itmee33cb4f8c0b2?pid=ACCG6DS7WDJHGWSH&lid=LSTACCG6DS7WDJHGWSHHXIVNG&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_568&otracker=search&fm=organic&iid=en_Y9w2Qx4CKuOmlcnbBBgyHLp9XkR4BbLRDKjNW_9-hUOewuMPtjU8n3c2p-j17kvaVkF95xnnEo7sqQxtYGDu0A%3D%3D&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,1391,Boat Airdopes 161 163 Asap Charge 40 Hrs Playback Bluetooth,Other
Ziddjeet,399,71,0.0,0,https://www.flipkart.com/ziddjeet-a784-enc-calling-50-hrs-playtime-low-latency-up-50ms-3-eq-modes-bluetooth/p/itm203b139dabcfc?pid=ACCHFBCAFPYTK8YD&lid=LSTACCHFBCAFPYTK8YD6BTV2G&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_570&otracker=search&fm=organic&iid=e6d466b9-24bd-4402-958e-1550be1c08ab.ACCHFBCAFPYTK8YD.SEARCH&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,1000,Ziddjeet A784 Enc Calling 50 Hrs Playtime Low Latency Up 50Ms 3 Eq Modes Bluetooth,Other
boAt,899,64,4.1,85510,https://www.flipkart.com/boat-rockerz-110-40-hrs-playback-enx-technology-beast-mode-asap-charge-bluetooth/p/itm1707c9f88f559?pid=ACCGS9ZMGQZH4FZF&lid=LSTACCGS9ZMGQZH4FZFK9O3V4&marketplace=FLIPKART&q=bluetooth+headphones&store=0pm%2Ffcn&srno=s_15_571&otracker=search&fm=organic&iid=en_Y9w2Qx4CKuOmlcnbBBgyHLp9XkR4BbLRDKjNW_9-hUOSJmYvrGs2k9s9YofOgZDJWrKI2DdCp8tda3QRSRhWaQ%3D%3D&ppt=None&ppn=None&ssid=zsqdh16gds0000001745315951778&qH=d3d3b01268520582,1591,Boat Rockerz 110 40 Hrs Playback Enx Technology Beast Mode Asap Charge Bluetooth,Other
